Pitch,Duration,Concurrent_Notes,Dist_To_Highest,Dist_To_Lowest,Hand_Label
84,0.5,2,0,19,1
89,0.5,2,0,24,1
65,1.0,2,24,0,0
89,0.25,2,0,24,1
87,0.5,2,0,22,1
65,1.0,2,22,0,0
87,0.25,2,0,22,1
82,1.0,2,0,17,1
65,2.0,2,17,0,0
80,0.25,2,0,15,1
77,0.25,2,0,12,1
82,0.5,2,0,17,1
80,0.5,2,0,15,1
77,0.5,2,0,36,1
41,0.5,2,36,0,0
68,0.25,2,0,20,1
48,0.5,2,20,0,0
72,0.25,2,0,24,1
77,0.5,1,0,0,1
68,0.5,1,0,0,1
53,0.5,1,0,0,0
75,0.5,2,0,10,1
65,0.5,2,10,0,0
72,0.25,2,0,12,1
60,0.5,2,12,0,0
70,0.25,2,0,10,1
68,0.5,1,0,0,1
67,0.5,3,10,28,1
77,0.5,3,0,38,1
39,1.0,3,38,0,0
67,1.0,3,10,28,1
77,1.0,3,0,38,1
51,1.0,3,26,0,0
72,0.25,2,0,21,1
70,0.25,2,0,19,1
68,1.0,2,0,31,1
37,0.5,2,31,0,0
44,0.5,2,24,0,0
70,1.0,2,0,21,1
49,1.0,2,21,0,0
72,1.3333333333333333,3,5,31,1
77,1.3333333333333333,3,0,36,1
41,0.5,3,36,0,0
80,1.0,5,4,39,1
84,1.0,5,0,43,1
48,0.5,5,36,0,0
53,1.0,5,31,0,0
72,1.5,3,10,19,1
82,1.5,3,0,29,1
53,0.5,3,29,0,0
65,0.5,3,17,0,0
80,0.5,2,0,20,1
60,1.0,2,20,0,0
77,0.5,2,0,17,1
77,2.0,1,0,0,1
53,0.5,2,24,0,0
65,0.5,2,12,0,0
60,0.5,2,17,0,0
65,2.0,1,0,0,0
75,0.5,2,0,10,1
72,0.25,2,0,7,1
70,0.25,2,0,5,1
68,0.5,2,0,3,1
77,0.5,2,0,36,1
41,1.0,2,36,0,0
77,2.0,2,0,36,1
48,1.0,2,29,0,0
53,0.5,2,24,0,0
65,0.5,1,0,0,0
60,1.0,1,0,0,0
72,0.25,2,0,12,1
70,0.25,2,0,10,1
68,4.0,1,0,0,1
53,0.5,2,15,0,0
65,0.5,2,3,0,0
60,0.5,2,8,0,0
65,0.5,2,3,0,0
60,0.5,2,8,0,0
56,0.5,2,12,0,0
53,0.5,2,15,0,0
41,0.5,1,0,0,0
77,0.5,3,10,24,1
87,0.5,3,0,34,1
53,0.5,3,34,0,0
77,0.5,3,10,29,1
87,0.5,3,0,39,1
48,1.0,3,39,0,0
84,0.5,2,0,36,1
87,0.5,2,0,34,1
53,0.5,2,34,0,0
87,0.5,2,0,22,1
65,0.5,2,22,0,0
84,0.5,2,0,24,1
60,0.5,2,24,0,0
84,0.5,2,0,19,1
65,0.5,2,19,0,0
89,0.5,2,0,24,1
65,1.0,2,24,0,0
89,0.25,2,0,24,1
87,0.5,2,0,22,1
53,1.0,2,34,0,0
87,0.25,2,0,34,1
82,1.0,3,0,29,1
65,1.0,3,17,12,0
80,0.25,3,2,15,0
77,0.25,3,5,12,0
82,0.5,2,0,22,0
60,1.0,2,22,0,0
80,0.5,2,0,20,0
77,0.5,2,0,36,1
41,0.5,2,36,0,0
68,0.25,2,0,20,1
48,0.5,2,20,0,0
72,0.25,2,0,24,1
77,0.5,1,0,0,1
68,0.5,1,0,0,1
53,0.5,1,0,0,0
75,0.5,2,0,10,1
65,0.5,2,10,0,0
72,0.25,2,0,12,1
60,0.5,2,12,0,0
70,0.25,2,0,10,1
68,0.5,1,0,0,1
67,0.5,3,10,28,1
77,0.5,3,0,38,1
39,0.5,3,38,0,0
67,1.0,3,10,16,1
77,1.0,3,0,26,1
51,0.5,3,26,0,0
46,0.5,3,31,0,0
72,0.25,2,0,21,1
51,0.5,2,21,0,0
70,0.25,2,0,19,1
68,1.0,2,0,31,1
37,0.5,2,31,0,0
44,0.5,2,24,0,0
70,1.0,2,0,21,1
49,1.0,2,21,0,0
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
60,1.0,1,0,0,1
65,0.5,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.5,3,0,24,1
60,1.0,2,5,0,0
41,1.0,2,12,0,1
53,1.0,2,0,12,1
41,1.0,3,24,0,1
53,1.0,3,12,12,1
65,0.5,3,0,24,0
65,1.5,3,0,24,0
41,1.0,3,24,0,1
53,1.0,3,12,12,1
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,0.5,3,12,15,1
80,0.5,3,0,27,1
53,1.0,3,27,0,0
68,0.5,4,12,24,1
80,0.5,4,0,36,1
44,1.0,4,36,0,0
56,1.0,4,24,12,0
68,1.0,4,12,24,1
80,1.0,4,0,36,1
56,1.0,3,24,0,0
68,0.5,3,12,12,1
80,0.5,3,0,24,1
67,0.5,4,12,28,1
79,0.5,4,0,40,1
39,1.0,4,40,0,0
51,1.0,4,28,12,0
67,0.5,4,12,28,1
79,0.5,4,0,40,1
68,0.5,3,12,17,1
80,0.5,3,0,29,1
51,0.5,3,29,0,0
68,1.0,4,12,31,1
80,1.0,4,0,43,1
37,1.5,4,43,0,0
49,1.5,4,31,12,0
77,0.5,4,12,40,1
89,0.5,4,0,52,1
75,0.5,4,12,38,1
87,0.5,4,0,50,1
37,1.0,4,50,0,0
49,1.0,4,38,12,0
72,0.5,4,12,35,1
84,0.5,4,0,47,1
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,4,12,27,1
80,1.0,4,0,39,1
41,1.0,4,39,0,0
53,1.0,4,27,12,0
68,0.5,4,12,24,1
80,0.5,4,0,36,1
44,1.0,4,36,0,0
56,1.0,4,24,12,0
68,1.0,4,12,24,1
80,1.0,4,0,36,1
44,1.0,4,36,0,0
56,1.0,4,24,12,0
68,0.5,4,12,24,1
80,0.5,4,0,36,1
65,0.5,4,12,26,1
77,0.5,4,0,38,1
39,1.0,4,38,0,0
51,1.0,4,26,12,0
65,0.5,4,12,26,1
77,0.5,4,0,38,1
63,0.5,4,12,24,1
75,0.5,4,0,36,1
39,0.5,4,36,0,0
51,0.5,4,24,12,0
63,1.0,4,12,26,1
75,1.0,4,0,38,1
37,1.5,4,38,0,0
49,1.5,4,26,12,0
77,0.5,4,12,40,1
89,0.5,4,0,52,1
75,0.5,4,12,38,1
87,0.5,4,0,50,1
37,1.0,4,50,0,0
49,1.0,4,38,12,0
72,0.5,4,12,35,1
84,0.5,4,0,47,1
70,0.5,3,12,29,1
82,0.5,3,0,41,1
41,0.5,3,41,0,0
68,0.5,3,12,20,1
80,0.5,3,0,32,1
48,0.5,3,32,0,0
68,1.0,3,12,15,1
80,1.0,3,0,27,1
53,0.5,3,27,0,0
56,0.5,3,24,0,0
68,0.5,3,12,24,1
80,0.5,3,0,36,1
44,0.5,3,36,0,0
68,1.0,3,12,17,1
80,1.0,3,0,29,1
51,0.5,3,29,0,0
56,0.5,3,24,0,0
68,0.5,3,12,8,1
80,0.5,3,0,20,1
60,0.5,3,20,0,0
67,0.5,3,12,28,1
79,0.5,3,0,40,1
39,0.5,3,40,0,0
67,0.5,3,12,21,1
79,0.5,3,0,33,1
46,0.5,3,33,0,0
68,0.5,3,12,17,1
80,0.5,3,0,29,1
51,0.5,3,29,0,0
68,1.0,3,12,31,1
80,1.0,3,0,43,1
37,0.5,3,43,0,0
44,0.5,3,36,0,0
77,0.5,3,12,28,1
89,0.5,3,0,40,1
49,0.5,3,40,0,0
75,0.5,3,12,22,1
87,0.5,3,0,34,1
53,0.5,3,34,0,0
72,0.5,3,12,16,1
84,0.5,3,0,28,1
56,0.5,3,28,0,0
70,0.5,3,12,29,1
82,0.5,3,0,41,1
41,0.5,3,41,0,0
68,0.5,3,12,20,1
80,0.5,3,0,32,1
48,0.5,3,32,0,0
68,1.0,3,12,15,1
80,1.0,3,0,27,1
53,0.5,3,27,0,0
41,0.5,3,39,0,0
68,0.5,3,12,24,1
80,0.5,3,0,36,1
44,0.5,3,36,0,0
68,1.0,3,12,17,1
80,1.0,3,0,29,1
51,0.5,3,29,0,0
56,0.5,3,24,0,0
68,0.5,3,12,24,1
80,0.5,3,0,36,1
44,0.5,3,36,0,0
65,0.5,3,12,26,1
77,0.5,3,0,38,1
39,0.5,3,38,0,0
65,0.5,3,12,19,1
77,0.5,3,0,31,1
46,0.5,3,31,0,0
63,0.5,3,12,12,1
75,0.5,3,0,24,1
51,0.5,3,24,0,0
63,1.0,3,12,26,1
75,1.0,3,0,38,1
37,0.5,3,38,0,0
44,0.5,3,31,0,0
77,0.5,3,12,28,1
89,0.5,3,0,40,1
49,0.5,3,40,0,0
75,0.5,3,12,22,1
87,0.5,3,0,34,1
53,0.5,3,34,0,0
72,0.5,3,12,16,1
84,0.5,3,0,28,1
56,0.5,3,28,0,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.5,6,12,15,1
80,1.0,6,0,27,1
53,1.0,6,27,0,0
56,1.0,6,24,3,0
60,1.0,6,20,7,0
65,1.0,6,15,12,0
70,0.5,5,12,29,1
82,0.5,5,0,41,1
41,1.0,5,41,0,0
53,1.0,5,29,12,0
80,0.5,3,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,4,12,29,1
82,0.5,4,0,41,1
41,1.0,4,41,0,0
53,1.0,4,29,12,0
68,0.5,4,12,27,1
80,0.5,4,0,39,1
68,1.0,5,12,15,1
80,1.0,5,0,27,1
53,1.0,5,27,0,0
56,1.0,5,24,3,0
60,1.0,5,20,7,0
70,0.5,3,12,29,1
82,0.5,3,0,41,1
41,0.25,3,41,0,0
53,0.25,3,29,0,0
68,0.5,3,12,27,1
80,0.5,3,0,39,1
41,0.25,3,39,0,0
53,0.25,3,27,0,0
70,0.5,3,12,28,1
82,0.5,3,0,40,1
42,0.25,3,40,0,0
54,0.25,3,28,0,0
68,0.5,3,12,26,1
80,0.5,3,0,38,1
42,0.25,3,38,0,0
54,0.25,3,26,0,0
70,0.5,3,12,27,1
82,0.5,3,0,39,1
43,0.25,3,39,0,0
55,0.25,3,27,0,0
68,0.5,3,12,25,1
80,0.5,3,0,37,1
43,0.25,3,37,0,0
55,0.25,3,25,0,0
70,0.5,3,12,26,1
82,0.5,3,0,38,1
44,0.25,3,38,0,0
56,0.25,3,26,0,0
68,0.5,3,12,24,1
80,0.5,3,0,36,1
44,0.25,3,36,0,0
56,0.25,3,24,0,0
70,0.5,3,12,25,1
82,0.5,3,0,37,1
45,0.25,3,37,0,0
57,0.25,3,25,0,0
69,0.5,3,12,24,1
81,0.5,3,0,36,1
45,0.25,3,36,0,0
57,0.25,3,24,0,0
70,0.5,3,12,24,1
82,0.5,3,0,36,1
46,0.25,3,36,0,0
58,0.25,3,24,0,0
69,0.5,3,12,23,1
81,0.5,3,0,35,1
46,0.25,3,35,0,0
58,0.25,3,23,0,0
71,0.5,3,12,24,1
83,0.5,3,0,36,1
47,0.25,3,36,0,0
59,0.25,3,24,0,0
69,0.5,3,12,22,1
81,0.5,3,0,34,1
47,0.25,3,34,0,0
59,0.25,3,22,0,0
71,0.5,3,12,23,1
83,0.5,3,0,35,1
48,0.25,3,35,0,0
60,0.25,3,23,0,0
69,0.5,3,12,21,1
81,0.5,3,0,33,1
48,0.25,3,33,0,0
60,0.25,3,21,0,0
72,1.3333333333333333,4,5,24,1
77,1.3333333333333333,4,0,29,1
48,1.0,4,29,0,0
60,1.0,4,17,12,0
80,1.0,6,4,32,1
84,1.0,6,0,36,1
60,1.0,5,24,0,0
72,1.5,3,10,12,1
82,1.5,3,0,22,1
60,0.5,3,22,0,0
80,0.5,2,0,8,1
72,0.5,2,8,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
77,2.0,2,0,12,1
65,0.5,2,12,0,0
60,0.5,2,17,0,0
72,0.5,2,5,0,0
65,0.5,2,12,0,0
72,1.0,1,0,0,0
75,0.5,2,0,3,1
72,0.25,1,0,0,1
70,0.25,1,0,0,1
68,0.5,1,0,0,1
70,0.5,4,12,21,1
82,0.5,4,0,33,1
49,2.0,4,33,0,0
61,2.0,4,21,12,0
68,0.5,4,12,19,1
80,0.5,4,0,31,1
68,1.0,4,12,19,1
80,1.0,4,0,31,1
61,1.0,2,12,0,0
73,1.0,2,0,12,0
60,1.0,6,13,0,1
65,1.0,6,8,5,1
68,1.0,6,5,8,1
72,1.0,6,1,12,1
61,0.25,6,12,1,0
73,0.25,6,0,13,0
61,0.25,6,12,1,0
73,0.25,6,0,13,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
61,0.5,2,12,0,0
73,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
61,0.5,2,12,0,0
73,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
72,0.25,1,0,0,1
68,0.25,1,0,0,1
65,0.25,1,0,0,1
60,0.25,1,0,0,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,1.5,4,53,0,0
41,1.5,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.0,4,12,39,1
80,1.0,4,0,51,1
41,0.5,4,39,0,0
53,0.5,4,27,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,1.5,2,12,0,0
53,1.5,2,0,12,0
60,1.0,6,12,19,1
65,1.0,6,7,24,1
68,1.0,6,4,27,1
72,1.0,6,0,31,1
85,0.5,2,0,12,1
73,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
84,0.5,2,0,12,1
72,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
82,0.5,2,0,12,1
70,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
75,0.5,2,12,0,1
87,0.5,2,0,12,1
72,0.5,2,12,0,1
84,0.5,2,0,12,1
70,0.5,4,12,21,1
82,0.5,4,0,33,1
49,1.5,4,33,0,0
61,1.5,4,21,12,0
68,0.5,4,12,19,1
80,0.5,4,0,31,1
68,1.5,4,12,19,1
80,1.5,4,0,31,1
61,1.0,4,19,0,0
73,1.0,4,7,12,0
61,0.5,2,12,0,0
73,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
61,0.5,2,12,0,0
73,0.5,2,0,12,0
60,0.5,6,13,0,1
65,0.5,6,8,5,1
68,0.5,6,5,8,1
72,0.5,6,1,12,1
73,0.5,6,0,13,0
61,0.5,6,12,1,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
61,0.5,2,12,0,0
73,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
61,0.5,2,12,0,0
73,0.5,2,0,12,0
72,0.25,1,0,0,1
68,0.25,1,0,0,1
65,0.25,1,0,0,1
60,0.25,1,0,0,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,1.5,4,53,0,0
41,1.5,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.0,4,12,39,1
80,1.0,4,0,51,1
41,1.0,4,39,0,0
53,1.0,4,27,12,0
60,0.5,6,12,19,1
65,0.5,6,7,24,1
68,0.5,6,4,27,1
72,0.5,6,0,31,1
41,1.0,2,12,0,0
53,1.0,2,0,12,0
60,1.0,6,12,19,1
65,1.0,6,7,24,1
68,1.0,6,4,27,1
72,1.0,6,0,31,1
67,0.75,4,12,28,1
79,0.75,4,0,40,1
39,0.75,4,40,0,0
51,0.75,4,28,12,0
67,0.75,4,12,28,1
79,0.75,4,0,40,1
39,0.75,4,40,0,0
51,0.75,4,28,12,0
68,1.0,4,12,31,1
80,1.0,4,0,43,1
37,2.0,4,43,0,0
49,2.0,4,31,12,0
77,0.5,4,12,40,1
89,0.5,4,0,52,1
87,0.5,3,0,50,1
84,0.5,1,0,0,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,2.0,4,53,0,0
41,2.0,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.0,4,12,39,1
80,1.0,4,0,51,1
41,1.0,2,12,0,0
53,1.0,2,0,12,0
60,1.0,6,12,19,1
65,1.0,6,7,24,1
68,1.0,6,4,27,1
72,1.0,6,0,31,1
41,0.25,6,31,0,0
53,0.25,6,19,12,0
41,0.25,6,31,0,0
53,0.25,6,19,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,0.5,2,12,0,0
53,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,0.5,2,12,0,0
53,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
72,0.25,1,0,0,1
68,0.25,1,0,0,1
65,0.25,1,0,0,1
60,0.25,1,0,0,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,1.5,4,53,0,0
41,1.5,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.0,4,12,39,1
80,1.0,4,0,51,1
41,0.5,4,39,0,0
53,0.5,4,27,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,1.5,2,12,0,0
53,1.5,2,0,12,0
60,1.0,6,12,19,1
65,1.0,6,7,24,1
68,1.0,6,4,27,1
72,1.0,6,0,31,1
85,0.5,2,0,12,1
73,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
84,0.5,2,0,12,1
72,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
82,0.5,2,0,12,1
70,0.5,2,12,0,0
77,0.5,2,0,12,1
65,0.5,2,12,0,0
75,0.5,2,12,0,1
87,0.5,2,0,12,1
72,0.5,2,12,0,1
84,0.5,2,0,12,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,1.5,4,53,0,0
41,1.5,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.5,4,12,39,1
80,1.5,4,0,51,1
41,1.0,4,39,0,0
53,1.0,4,27,12,0
41,0.5,2,12,0,0
53,0.5,2,0,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,0.5,2,12,0,0
53,0.5,2,0,12,0
41,1.0,2,12,0,0
53,0.5,2,0,12,0
60,0.5,6,12,19,1
65,0.5,6,7,24,1
68,0.5,6,4,27,1
72,0.5,6,0,31,1
53,0.5,6,19,12,0
60,0.5,4,12,0,1
65,0.5,4,7,5,1
68,0.5,4,4,8,1
72,0.5,4,0,12,1
41,0.5,2,12,0,0
53,0.5,2,0,12,0
92,0.25,1,0,0,1
91,0.25,1,0,0,1
89,0.25,1,0,0,1
87,0.25,1,0,0,1
89,0.25,1,0,0,1
87,0.25,1,0,0,1
84,0.25,1,0,0,1
87,0.25,1,0,0,1
70,0.5,4,12,41,1
82,0.5,4,0,53,1
29,1.5,4,53,0,0
41,1.5,4,41,12,0
68,0.5,4,12,39,1
80,0.5,4,0,51,1
68,1.0,4,12,39,1
80,1.0,4,0,51,1
41,1.0,4,39,0,0
53,1.0,4,27,12,0
60,0.5,6,12,19,1
65,0.5,6,7,24,1
68,0.5,6,4,27,1
72,0.5,6,0,31,1
41,1.0,2,12,0,0
53,1.0,2,0,12,0
60,1.0,6,12,19,1
65,1.0,6,7,24,1
68,1.0,6,4,27,1
72,1.0,6,0,31,1
67,0.75,4,12,28,1
79,0.75,4,0,40,1
39,0.75,4,40,0,0
51,0.75,4,28,12,0
67,0.75,4,12,28,1
79,0.75,4,0,40,1
39,0.75,4,40,0,0
51,0.75,4,28,12,0
68,1.0,4,12,31,1
80,1.0,4,0,43,1
37,2.0,4,43,0,0
49,2.0,4,31,12,0
77,0.5,4,12,40,1
89,0.5,4,0,52,1
75,0.5,4,12,38,1
87,0.5,4,0,50,1
72,0.5,2,12,0,1
84,0.5,2,0,12,1
29,2.0,2,12,0,0
41,2.0,2,0,12,0
65,1.0,5,0,36,1
41,1.0,5,24,12,0
53,1.0,5,12,24,0
65,1.0,1,0,0,1
41,0.5,3,24,0,0
53,1.0,3,12,12,0
53,3.5,1,0,0,0
65,1.0,4,12,24,1
77,1.0,4,0,36,1
41,3.5,4,36,0,0
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,2,0,36,1
65,0.5,2,0,24,1
41,0.5,2,24,0,0
53,2.0,3,0,24,1
29,2.0,3,24,0,0
41,2.0,3,12,12,0
56,0.5,1,0,0,1
56,0.5,2,2,0,1
58,0.5,2,0,2,1
58,0.5,1,0,0,1
65,1.0,3,0,24,1
41,1.0,3,24,0,0
53,1.0,3,12,12,0
65,1.0,1,0,0,1
41,0.5,3,24,0,0
53,2.25,3,12,12,0
65,1.0,4,12,24,1
77,1.0,4,0,36,1
41,1.75,4,36,0,0
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
41,2.25,3,24,0,0
53,2.25,3,12,12,0
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.5,3,0,24,1
53,2.0,3,0,24,1
29,1.5,3,24,0,0
41,1.5,3,12,12,0
29,0.5,3,24,0,0
41,0.5,3,12,12,0
65,1.0,1,0,0,1
41,0.5,3,24,0,0
53,0.5,3,12,12,0
65,1.0,1,0,0,1
41,0.5,3,24,0,0
53,2.0,3,12,12,0
65,1.0,4,12,24,1
77,1.0,4,0,36,1
41,1.5,4,36,0,0
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
41,2.5,3,36,0,0
53,2.5,3,24,12,0
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.25,3,0,24,1
77,0.25,3,0,36,1
65,0.5,3,0,24,1
84,0.5,2,0,43,1
41,0.5,2,43,0,0
85,0.5,2,0,37,1
48,0.5,2,37,0,0
77,0.5,2,0,24,1
53,0.25,2,24,0,0
53,0.25,2,24,0,0
72,0.5,2,0,16,1
56,0.5,2,16,0,0
82,0.5,2,0,22,1
60,1.0,2,22,0,0
80,0.5,2,0,20,1
79,0.5,2,0,14,1
65,1.0,2,14,0,0
80,0.5,2,0,15,1
70,0.75,4,9,31,1
79,0.75,4,0,40,1
39,0.75,4,40,0,0
